340	2762	4.67165
3367	3462	3.82272
3724	3481	5
5066	3408	2.98999
3721	2567	3.8122
2449	357	4.01238
4208	2858	3.71441
4654	1276	4.34592
3738	589	4.65682
4464	1225	5
4251	3703	3.82542
6005	1249	5
4396	2420	3.8524
3717	3201	3.86248
4975	1947	3.38362
1091	2019	5
1563	1394	3.26919
4890	3702	4.00071
2883	319	3.86695
4244	260	5
4321	3409	3.16162
902	1581	2.48516
5344	1246	3.20831
4968	3097	4.43756
2140	2881	3.3357
2382	454	4.73706
5359	3703	4.51824
3949	462	2.79813
6007	1735	3.45683
1822	1206	4.20073
5492	2278	4.07613
5462	1372	3.69473
5195	3638	3.27761
1926	1291	4.77518
3460	3744	4.09126
4325	3594	3.38906
287	3250	3.05476
34	1291	3.40812
1872	203	3.08266
5630	3538	3.59199
4402	3203	3.37548
2013	2081	1.23691
466	500	3.08201
4061	2596	2.63778
119	1617	4.05201
4924	2735	3.54165
2887	2724	3.31377
5026	448	4.69003
1531	3791	2.72526
3652	318	4.05393
5312	2529	4.99863
3515	3447	3.89864
1738	2278	3.04142
4607	539	2.65533
3465	1199	4.79987
1687	2640	2.90077
1149	1059	5
4640	971	4.47861
3236	1867	1
4098	2080	3.60013
5531	2762	3.65359
4988	2828	1.72068
3181	3072	4.21744
708	2272	2.82147
253	1801	2.1609
3574	902	4.6681
5300	366	3.95932
2114	3259	4.73609
388	1394	3.92971
2485	1259	4.05421
3260	2100	4.63741
4567	299	5
1783	3814	3.86623
4687	1095	1.20784
3132	1389	2.21856
4181	3000	2.81893
2025	1375	3.27629
4538	2167	3.97566
697	1569	3.04088
607	47	4.21909
3964	1474	1.48732
895	3160	4.86235
2361	3827	2.81372
2505	1884	2.40788
957	367	2.23065
5560	377	4.05832
5417	2916	3.36779
1127	587	3.32473
2368	3093	2.66263
2542	427	1.68187
5634	1617	4.03788
3763	3936	3.64426
3205	2028	3.91755
4104	3251	3.57741
2312	466	2.13162
3223	1193	3.86253
4204	1038	3.29622
3361	785	2.8999
5738	1245	3.81759
4590	3425	3.70501
5543	3608	2.93217
2522	1073	3.21249
3909	674	2.08777
4260	367	2.77173
3505	1747	3.89178
2145	32	3.78447
1764	2370	4.34099
308	924	5
393	2485	3.44036
2859	1995	1
540	442	1.87123
