1	M	25	6	11106
10	F	18	0	45123
100	F	25	0	60640
1000	F	45	6	60031
1001	M	45	12	44312
1002	F	35	4	97068
1003	M	25	20	10010
1004	M	35	12	11375
1005	M	35	7	14850
1006	F	25	17	19810
1007	F	25	15	62901
1008	F	56	13	60506
1009	M	18	17	02139
101	M	50	12	03062
1010	F	25	4	89431
1011	M	18	1	70006
1012	M	25	4	70115
1013	M	25	12	92404
1014	F	25	14	05345
1015	M	25	17	92584
1016	M	25	20	60615
1017	F	45	1	14618
1018	M	35	20	91505
1019	M	35	7	91001
102	F	45	15	77040
1020	M	50	6	90504
1021	F	56	13	90241
1022	M	25	7	10025
1023	F	56	12	90290
1024	M	35	12	91104
1025	F	35	1	89447
1026	M	35	6	92672
1027	M	45	0	92626
1028	M	18	4	26241
1029	M	50	15	48103
103	M	25	1	35401
1030	M	18	4	64154
1031	M	45	15	63119
1032	F	45	16	65441
1033	M	25	20	60615
1034	F	18	4	91030
1035	M	35	3	48827
1036	M	45	16	92807
1037	F	56	1	90402
1038	M	35	12	49508
1039	M	25	17	90505
104	M	25	12	60622
1040	F	25	2	63119
1041	M	25	4	46254
1042	F	56	13	92407
1043	F	18	4	48433
1044	M	1	10	90210
1045	M	35	7	94550
1046	M	50	20	55419
1047	M	45	17	56001
1048	M	45	17	54022
1049	F	25	2	55106
105	M	18	4	37130
1050	F	56	14	91791
1051	F	25	4	55407
1052	M	25	0	55121
1053	M	25	17	55105
1054	F	56	8	90210
1055	M	18	12	55401
1056	M	35	0	29063
1057	M	35	0	55405
1058	F	45	16	55116
1059	M	25	12	63043
106	M	18	0	35115
1060	M	50	1	55406
1061	M	25	1	55403
1062	M	35	2	55423
1063	M	35	14	68108
1064	M	25	4	92507
1065	M	25	11	65775
1066	M	35	0	90065
1067	M	35	20	94131
1068	F	56	2	94970
1069	M	35	0	95118
107	M	25	14	77075
1070	M	35	7	94086
1071	F	25	12	94526
1072	M	18	19	94111
1073	F	50	20	95404
1074	M	18	4	94708
1075	M	50	14	55407
1076	M	1	10	63123
1077	M	35	0	94110
1078	M	45	17	94931
1079	M	25	6	55439
108	M	25	2	98227
1080	M	25	7	46220
1081	M	56	1	55116
1082	M	25	17	23454
1083	M	18	7	55403
1084	M	25	2	48197
1085	M	35	15	77007
1086	M	56	13	55804
1087	M	45	0	92679
1088	M	35	12	55082
1089	F	25	14	48067
109	M	18	14	90038
1090	F	35	17	90291
1091	M	25	16	55421
1092	M	18	4	55104
1093	M	45	2	94618
1094	M	35	17	90035
1095	F	35	1	91106
1096	M	50	0	62234
1097	M	50	17	14568
1098	F	50	0	55401
1099	M	45	12	40515
11	M	25	17	32618
110	F	18	7	94111
1100	M	56	20	44281
1101	F	50	11	94102
1102	M	25	7	63105
1103	F	18	4	55406
1104	M	35	0	02108
1105	F	18	4	63144
1106	M	35	17	62958
1107	F	25	0	55108
1108	M	25	15	94040
1109	M	25	7	63303
111	F	35	17	78681
1110	M	50	17	90031
1111	M	50	17	63033
1112	M	45	1	63105
1113	F	25	3	92103
1114	M	45	0	97520
1115	M	1	10	55616
1116	F	35	6	55401
1117	F	35	0	99801
1118	M	45	18	99826
1119	M	18	17	98121
112	F	35	0	33607
1120	F	25	15	92507
1121	M	35	1	02144
1122	M	18	0	84058
1123	F	18	12	84107
1124	M	45	0	27312
1125	M	18	20	85054
1126	M	25	12	91423
1127	F	25	1	02453
1128	F	25	1	97002
1129	F	50	20	98115
113	M	45	1	14760
1130	F	25	0	55421
1131	M	18	12	84041
1132	F	35	12	94014
1133	M	35	15	85282
1134	F	50	7	55082
1135	M	50	17	49506
1136	F	45	1	60417
1137	M	50	15	63121
1138	M	35	12	95952
1139	M	35	14	84057
114	M	35	14	10003
1140	M	25	7	11228
1141	M	25	20	33626
1142	M	25	12	94402
1143	M	25	1	27713
1144	M	35	16	16844
1145	M	35	6	84103
1146	F	25	3	52001
1147	M	35	7	14607
1148	M	25	17	48092
1149	M	25	12	55405
115	F	50	7	65712
1150	M	35	17	94132
1151	F	25	1	79928
1152	M	18	4	63108
1153	F	56	0	08055
1154	M	18	2	19072
1155	F	35	17	92509
1156	M	56	1	23513
1157	M	35	14	90266
1158	F	1	10	02906
1159	M	45	11	03301
116	F	25	0	90035
1160	M	45	16	55406
1161	F	45	9	95030
1162	M	25	3	60626
1163	M	50	4	94070
1164	M	25	4	94703
1165	F	35	17	98201
1166	M	35	0	97403
1167	F	25	4	70808
1168	M	56	11	13760
1169	M	45	1	03909
117	M	35	0	55417
1170	M	18	12	04096
1171	F	35	3	04108
1172	F	45	6	04578
1173	M	35	17	03820
1174	M	25	16	04101
1175	M	56	12	04085
1176	F	35	14	02130
1177	M	18	20	63132
1178	F	25	9	84037
1179	M	25	0	94086
118	M	25	7	05401
1180	M	25	4	04309
1181	M	25	2	60640
1182	F	18	14	50401
1183	M	25	1	04086
1184	M	25	14	23434
1185	M	25	7	94110
1186	M	25	12	90034
1187	F	50	13	03851
1188	M	25	7	55346
1189	M	35	0	42025
119	M	56	3	94561
1190	M	18	17	44406
1191	F	45	3	44555
1192	F	18	4	44515
1193	F	35	6	54971
1194	M	25	12	94131
1195	F	25	2	90066
1196	F	25	1	55413
1197	M	45	7	03840
1198	M	56	1	04032
1199	F	35	1	23062
12	F	25	1	23185
120	M	25	6	15146
1200	M	25	12	94114
1201	F	45	6	63135
1202	F	50	6	95014
1203	M	45	1	48309
1204	M	25	5	46254
1205	F	45	16	04074
1206	M	25	20	14450
1207	F	45	9	03862
1208	M	35	16	81321
1209	M	25	14	17857
121	F	25	1	05401
1210	F	25	1	04210
1211	M	1	10	55317
1212	M	25	0	20008
1213	F	18	20	60194
1214	M	35	0	13045
1215	M	45	12	55436
1216	M	25	17	94602
1217	M	25	7	55411
1218	M	18	4	46219
1219	F	35	0	01545
122	M	18	0	47933
1220	M	18	19	75080
1221	M	50	11	04210
1222	M	35	18	17350
1223	F	25	17	91007
1224	M	25	1	20912
1225	F	45	6	04240
1226	F	50	18	04849
1227	M	18	14	80526
1228	F	35	9	46077
1229	M	18	14	25301
123	M	25	12	55105
1230	M	35	1	01773
1231	M	18	12	80526
1232	F	50	4	20902
1233	M	35	0	96707
1234	M	1	2	04101
1235	M	25	17	90031
1236	M	35	1	45750
1237	F	35	1	44107
1238	F	25	16	45750
1239	M	56	1	40601
124	F	50	1	94550
1240	M	25	4	30349
1241	M	18	4	80521
1242	F	18	4	02809
1243	M	25	1	19335
1244	F	35	17	84067
1245	M	35	7	98103
1246	M	45	16	10962
1247	F	35	0	46142
1248	F	25	6	48108
1249	F	50	7	94123
125	M	50	20	48230
1250	M	18	4	55116
1251	F	25	2	94133
1252	M	35	2	55104
1253	M	35	7	85331
1254	M	1	11	94610
1255	M	45	6	22630
1256	F	25	14	55104
1257	F	35	6	48105
1258	M	25	0	60618
1259	M	45	1	78212
126	M	18	4	58102
1260	F	50	6	04086
1261	M	25	12	94114
1262	M	45	3	04011
1263	M	25	0	46227
1264	M	25	2	46142
1265	F	25	3	46227
1266	M	25	17	23462
1267	M	45	14	07458
1268	M	45	1	22314
1269	M	56	17	03801
127	M	35	2	91344
1270	F	25	4	04101
1271	F	35	7	10012
1272	M	25	1	02571
1273	M	25	4	22030
1274	F	35	9	03769
1275	M	35	16	10014
1276	F	35	16	03301
1277	M	1	10	03608
1278	M	56	11	04259
1279	F	25	14	94110
128	F	18	0	47901
1280	M	18	15	21042
1281	M	35	17	06110
1282	F	50	0	04259
1283	F	56	13	03261
1284	M	35	17	23451
1285	M	56	16	55901
1286	F	56	7	93060
1287	F	18	0	91107
1288	M	56	1	03825
1289	F	18	4	94121
129	M	25	1	77064
1290	M	50	15	02474
1291	F	25	0	91107
1292	M	45	0	23462
1293	M	45	16	60302
1294	M	18	4	26201
1295	M	50	1	19087
1296	F	18	4	06268
1297	M	50	15	12740
1298	M	56	13	63122
1299	M	25	3	94118
13	M	18	4	94133
130	F	25	17	80301
1300	M	35	7	15203
1301	F	25	3	38134
1302	M	25	3	32580
1303	M	56	1	23608
1304	M	35	16	19003
1305	M	18	20	91505
1306	M	45	3	50312
1307	M	50	1	93105
1308	M	18	18	52301
1309	M	25	14	24450
131	F	45	20	10033
1310	M	25	17	98033
1311	M	50	11	04102
1312	M	50	16	55347
1313	M	25	19	31401
1314	F	56	0	98801
1315	F	35	16	95828
1316	M	35	5	96707
1317	F	56	6	01852
1318	M	35	7	90014
1319	M	35	12	55122
132	M	18	20	91330
1320	M	35	11	95405
1321	M	25	2	90035
1322	F	35	9	02816
1323	M	35	7	03885
1324	M	45	17	48310
1325	F	25	16	02465
1326	M	25	2	97205
1327	M	50	1	55405
1328	M	25	17	90245
1329	M	35	17	03824
133	M	25	4	19711
1330	M	25	17	32250
1331	F	35	16	24450
1332	M	45	0	06804
1333	M	25	0	60647
1334	M	1	0	92804
1335	M	25	14	68502
1336	F	18	0	75115
1337	M	18	20	02601
1338	M	25	7	02035
1339	M	25	11	13031
134	M	25	2	11217
1340	M	45	17	18036
1341	F	18	4	48109
1342	F	18	0	91765
1343	F	25	6	55417
1344	M	18	10	79605
1345	M	18	12	10027
1346	M	18	18	56002
1347	M	56	7	40505
1348	M	18	1	60626
1349	F	25	7	78703
135	F	18	4	19803
1350	F	45	17	55419
1351	F	1	10	79605
1352	M	18	12	02215
1353	M	25	9	44310
1354	M	35	14	01746
1355	M	18	1	50201
1356	M	35	1	55454
1357	F	25	0	04473
1358	M	25	0	22101
1359	M	25	7	05346
136	F	35	20	78006
1360	F	35	15	06119
1361	M	35	0	04473
1362	M	56	13	76051
1363	M	35	2	90292
1364	M	50	6	05055
1365	M	45	14	46038
1366	F	18	4	27514
1367	F	35	7	08318
1368	M	35	16	94705
1369	M	56	13	94306
137	F	45	12	95402
1370	M	25	12	94043
1371	M	35	5	91343
1372	M	35	7	19004
1373	M	35	14	74012
1374	M	25	14	94117
1375	M	35	1	53704
1376	M	35	2	03431
1377	F	45	7	77006
1378	M	25	4	92037
1379	F	18	4	84109
138	M	25	11	06851
1380	M	45	15	85255
1381	F	18	4	06074
1382	F	25	14	37076
1383	M	25	4	99163
1384	M	45	14	55416
1385	M	25	17	94041
1386	F	25	1	92037
1387	M	35	20	94574
1388	M	35	12	95051
1389	F	25	7	94115
139	M	50	16	77079
1390	F	45	0	10036
1391	M	25	7	30041
1392	M	56	13	10025
1393	M	18	4	73071
1394	M	35	20	80222
1395	F	25	6	90405
1396	F	50	6	48094
1397	M	50	1	19481
1398	M	25	0	98115
1399	M	25	0	44691
14	M	18	4	20742
140	F	35	7	92075
1400	M	25	7	20016
1401	M	25	4	55417
1402	M	35	11	20895
1403	M	25	4	55417
1404	F	35	9	48302
1405	M	18	2	10010
1406	M	18	4	94703
1407	M	50	20	98119
1408	M	1	0	48302
1409	M	25	0	98040
141	M	25	7	60628
1410	M	18	4	94111
1411	F	25	4	94610
1412	F	18	4	94309
1413	F	56	6	23225
1414	M	56	1	45224
1415	M	25	14	97219
1416	M	25	7	92691
1417	M	25	12	84062
1418	M	25	16	22207
1419	M	25	12	55433
142	M	35	17	30024
1420	M	25	4	94305
1421	F	18	17	94606
1422	F	25	1	97225
1423	M	25	14	97202
1424	F	25	6	55433
1425	M	25	20	11717
1426	M	25	17	61615
1427	F	45	1	10469
1428	M	25	12	41042
1429	F	18	4	94702
143	F	18	0	02143
1430	F	18	4	78705
1431	F	25	4	53951
1432	F	25	4	53951
1433	F	25	0	02144
1434	M	25	0	27403
1435	F	1	10	90291
1436	M	25	15	92656
1437	M	25	15	10461
1438	F	35	2	33619
1439	M	35	7	10021
144	M	25	20	02152
1440	M	35	14	55415
1441	M	25	0	46240
1442	F	35	0	04287
1443	F	35	3	48237
1444	F	25	4	22207
1445	F	18	4	94611
1446	M	25	18	97034
1447	M	35	16	55303
1448	F	45	1	43202
1449	M	18	4	66044
145	M	25	0	60657
1450	M	25	15	02143
1451	F	18	20	55104
1452	M	25	17	02139
1453	F	25	4	48042
1454	M	35	14	07920
1455	M	25	4	01604
1456	M	35	7	30324
1457	F	45	0	11372
1458	M	50	1	48371
1459	F	25	0	55408
146	M	25	1	43026
1460	M	25	1	19103
1461	F	56	13	97113
1462	F	18	4	63332
1463	M	25	0	02134
1464	M	35	7	48306
1465	F	25	7	48237
1466	F	1	10	03608
1467	M	25	4	60614
1468	M	50	16	11963
1469	F	1	10	17036
147	M	35	0	70748
1470	M	35	7	21013
1471	M	45	17	60185
1472	M	25	0	21532
1473	F	25	4	90034
1474	M	18	4	98105
1475	M	35	17	19473
1476	M	35	14	94085
1477	M	35	12	19107
1478	F	25	6	22903
1479	M	35	10	94133
148	M	25	7	02139
1480	F	25	9	84037
1481	M	25	0	69301
1482	M	25	7	05346
1483	M	35	14	48217
1484	M	25	14	02134
1485	M	45	16	55011
1486	F	18	9	73008
1487	F	25	9	48306
1488	F	35	16	48237
1489	M	25	0	22306
149	M	45	2	10920
1490	M	18	12	60622
1491	M	18	16	24541
1492	F	1	10	99016
1493	M	18	2	27514
1494	M	18	12	02115
1495	M	25	7	49686
1496	M	25	16	47274
1497	M	56	1	53705
1498	M	25	2	11105
1499	M	35	0	94610
15	M	35	6	11210
150	M	18	4	55404
1500	M	1	10	55427
1501	F	25	14	94301
1502	M	35	19	01054
1503	M	25	12	09564
1504	F	45	1	01379
1505	M	18	12	53715
1506	M	18	19	17517
1507	M	18	4	72202
1508	M	25	12	53045
1509	M	25	7	10025
151	M	35	20	77008
1510	M	18	4	85701
1511	F	35	1	92103
1512	M	35	6	84102
1513	M	25	14	27605
1514	M	18	0	38111
1515	M	25	20	10012
1516	M	25	14	10021
1517	M	25	2	55113
1518	M	18	2	55304
1519	M	45	1	81004
152	M	50	20	06033
1520	M	35	12	15202
1521	M	25	4	45810
1522	M	50	7	38135
1523	M	25	0	80903
1524	F	18	1	48067
1525	M	18	4	53142
1526	M	56	13	29449
1527	M	18	3	48604
1528	M	56	0	61704
1529	M	25	1	16508
153	M	25	20	64114
1530	M	35	7	62234
1531	M	45	7	92503
1532	M	25	7	38261
1533	M	25	20	15701
1534	M	18	4	61820
1535	M	50	16	29464
1536	M	50	7	39648
1537	F	25	0	65775
1538	M	56	1	85374
1539	M	50	0	01379
154	F	35	20	61821
1540	M	25	17	94118
1541	M	50	7	76054
1542	M	25	6	62702
1543	M	50	7	76054
1544	M	50	0	29678
1545	M	45	2	06513
1546	M	18	4	22906
1547	M	45	0	33460
1548	F	1	10	10025
1549	M	56	13	45322
155	M	25	20	02139
1550	M	18	4	52405
1551	M	35	5	70123
1552	M	18	4	78613
1553	M	35	7	72703
1554	M	25	7	01850
1555	M	35	8	98674
1556	M	25	4	64112
1557	F	25	17	94613
1558	F	25	6	72703
1559	F	35	1	94044
156	M	25	1	96930
1560	M	25	18	26104
1561	M	25	0	94403
1562	M	50	13	33015
1563	M	1	12	02138
1564	M	25	7	98908
1565	M	45	1	50588
1566	M	18	4	10020
1567	M	35	7	28805
1568	M	35	1	94121
1569	F	45	16	14424
157	M	18	4	20057
1570	M	25	6	94108
1571	M	35	12	15089
1572	F	45	12	92037
1573	F	35	7	75601
1574	F	50	6	15333
1575	M	35	11	10022
1576	M	18	4	02148
1577	F	50	1	62052
1578	M	50	7	07405
1579	F	25	0	60156
158	F	18	0	02138
1580	M	25	20	81101
1581	M	25	14	70005
1582	M	25	1	28027
1583	F	25	4	15701
1584	M	35	14	95492
1585	F	35	2	49770
1586	M	35	7	27511
1587	M	25	20	11122
1588	M	35	0	95667
1589	F	25	7	78666
159	M	35	7	60510
1590	M	25	14	30101
1591	M	25	15	60611
1592	M	25	12	27513
1593	M	25	14	06880
1594	M	45	5	32953
1595	M	18	18	60435
1596	M	25	3	19806
1597	F	25	12	80126
1598	M	56	2	91321
1599	M	50	15	94303
16	F	25	1	32607
160	M	35	17	30303
1600	M	18	4	98105
1601	M	35	1	81005
1602	M	35	6	37664
1603	M	50	0	11947
1604	F	35	5	47129
1605	M	25	12	19067
1606	M	25	7	76904
1607	F	35	7	60201
1608	M	25	0	43081
1609	M	25	12	21045
161	M	25	1	08904
1610	M	1	14	80401
1611	F	25	0	94403
1612	M	25	5	85705
1613	M	25	14	46940
1614	M	18	0	51104
1615	M	45	17	93401
1616	M	35	7	98607
1617	M	25	7	94109
1618	M	18	4	52241
1619	M	25	5	10463
162	M	35	7	02135
1620	M	45	0	90024
1621	M	25	15	92557
1622	F	45	12	15801
1623	F	50	0	02139
1624	M	25	15	02135
1625	M	18	4	02134
1626	M	18	0	02215
1627	M	25	4	40504
1628	M	1	13	37130
1629	M	18	4	16802
163	F	25	0	60640
1630	M	18	4	92122
1631	M	18	19	40475
1632	M	25	14	65023
1633	F	45	2	19033
1634	M	18	4	02143
1635	M	25	16	80013
1636	M	25	14	98103
1637	M	25	1	57106
1638	M	25	15	90066
1639	F	18	14	43614
164	M	18	12	02138
1640	M	18	4	10027
1641	F	18	4	43402
1642	F	18	4	43403
1643	F	18	4	43612
1644	M	18	4	43402
1645	M	18	1	44221
1646	M	50	6	43402
1647	M	25	4	43402
1648	M	18	4	43402
1649	M	18	4	43402
165	M	50	7	30066
1650	F	18	4	43402
1651	M	25	0	11201
1652	M	25	4	48072
1653	M	45	3	75074
1654	F	18	4	63109
1655	M	25	5	74055
1656	M	25	4	93940
1657	M	25	0	43623
1658	F	18	4	93940
1659	M	25	18	14620
166	M	25	4	19103
1660	M	25	4	65804
1661	F	25	1	37153
1662	M	25	4	27278
1663	M	18	17	06040
1664	M	25	0	32444
1665	F	25	5	27203
1666	F	25	5	40241
1667	M	18	4	43201
1668	M	50	12	32920
1669	M	35	17	75010
167	M	25	4	01002
1670	F	18	4	63109
1671	M	25	16	07701
1672	M	50	7	30306
1673	M	18	17	22043
1674	M	35	0	52057
1675	M	18	15	02215
1676	F	50	16	46350
1677	M	25	18	98001
1678	M	35	14	91602
1679	M	25	17	85016
168	M	18	12	10021
1680	M	35	15	83616
1681	F	25	9	98001
1682	M	18	4	33168
1683	M	35	17	04457
1684	F	35	9	83616
1685	M	35	16	85730
1686	M	50	14	08028
1687	M	35	14	78611
1688	M	25	7	11215
1689	M	18	4	11010
169	M	25	17	61265
1690	M	25	12	37919
1691	M	18	2	29118
1692	M	18	2	95843
1693	M	45	0	30189
1694	F	18	20	77304
1695	M	18	17	45701
1696	F	25	14	44304
1697	M	25	1	44240
1698	M	25	12	75007
1699	M	25	0	66614
17	M	25	12	53705
170	F	25	4	01002
1700	M	35	17	33433
1701	F	25	17	76021
1702	M	25	2	78748
1703	F	18	5	46222
1704	M	18	20	76135
1705	F	25	0	40241
1706	M	35	0	74011
1707	M	25	1	70458
1708	M	50	2	33134
1709	F	25	3	60606
171	M	25	14	98109
1710	M	35	6	45011
1711	F	45	6	85719
1712	F	25	14	78232
1713	M	50	3	75650
1714	M	35	17	37221
1715	F	45	13	94931
1716	M	25	0	30082
1717	M	25	5	60010
1718	M	18	4	82072
1719	F	50	6	75605
172	F	25	7	19103
1720	M	45	7	80525
1721	M	25	5	89114
1722	M	35	7	44125
1723	M	25	5	02891
1724	F	35	14	60202
1725	M	25	6	75080
1726	M	18	4	44266
1727	M	25	17	79925
1728	F	25	7	07067
1729	M	25	18	78757
173	M	35	14	85331
1730	M	50	13	68502
1731	M	25	4	57006
1732	M	25	0	36301
1733	M	25	0	33702
1734	M	25	0	94122
1735	M	45	7	67301
1736	F	45	17	27616
1737	M	18	0	46250
1738	M	25	2	91910
1739	M	50	1	45385
174	F	45	3	91306
1740	M	35	11	38135
1741	F	18	4	98125
1742	F	25	2	43617
1743	F	18	14	85705
1744	M	45	15	55391
1745	M	56	6	33030
1746	M	18	18	90605
1747	M	1	10	75633
1748	F	45	9	55391
1749	M	25	0	98178
175	F	25	6	06114
1750	M	35	14	98125
1751	M	25	17	98661
1752	M	35	14	32068
1753	F	25	9	46580
1754	M	25	7	35244
1755	M	35	17	11554
1756	M	35	0	62704
1757	M	50	7	40601
1758	F	25	9	98632
1759	M	35	0	15801
176	M	25	17	95926
1760	M	56	13	92120
1761	M	35	17	27587
1762	M	25	16	43215
1763	F	45	7	09094
1764	M	35	16	98133
1765	F	45	0	96821
1766	F	45	16	14468
1767	F	45	1	04258
1768	M	45	13	30030
1769	M	45	17	37923
177	F	50	1	28043
1770	M	35	7	83405
1771	M	45	7	13211
1772	M	35	18	27603
1773	F	45	20	04046
1774	M	35	7	02171
1775	M	56	13	78681
1776	M	25	12	03060
1777	M	45	1	60102
1778	M	25	7	40205
1779	F	35	6	06512
178	F	25	14	89511
1780	F	35	6	07950
1781	M	25	16	59079
1782	M	35	17	45380
1783	M	25	17	19711
1784	M	50	16	38122
1785	F	1	2	78945
1786	M	50	12	13041
1787	M	25	17	38654
1788	M	45	11	03301
1789	F	35	3	28262
179	F	25	9	76120
1790	M	45	7	60139
1791	F	50	0	33313
1792	F	18	17	65203
1793	M	25	4	26508
1794	M	25	4	82601
1795	F	35	7	48034
1796	M	50	12	44286
1797	M	35	17	48146
1798	M	56	7	32137
1799	M	50	7	78704
18	M	25	0	43213
180	F	50	1	98499
1800	M	35	7	11767
1801	M	35	17	55330
1802	M	50	7	52402
1803	M	35	16	44691
1804	M	25	14	77450
1805	F	25	3	07960
1806	M	50	2	90029
1807	F	45	3	48130
1808	M	35	4	37917
1809	F	35	20	75287
181	F	25	4	91428
1810	F	50	18	20706
1811	M	56	13	34235
1812	M	35	17	94010
1813	M	50	18	20706
1814	M	25	19	11414
1815	F	35	6	76021
1816	F	25	3	48197
1817	F	45	1	48198
1818	F	35	17	60148
1819	F	45	17	55976
182	M	25	7	89117
1820	M	35	4	53818
1821	M	35	0	97225
1822	M	35	17	95125
1823	M	50	17	23233
1824	M	18	4	18042
1825	M	25	17	01752
1826	M	25	7	77006
1827	F	25	0	20121
1828	M	35	7	63125
1829	M	56	18	56716
183	M	25	4	01002
1830	M	45	5	77662
1831	M	25	17	85710
1832	M	56	0	37363
1833	F	35	0	90403
1834	M	35	1	90731
1835	F	35	1	22947
1836	F	25	15	87801
1837	M	35	7	06905
1838	M	25	18	58270
1839	M	25	7	21234
184	F	45	2	43229
1840	F	25	0	65550
1841	M	45	7	10543
1842	F	25	9	32712
1843	M	18	4	80631
1844	F	45	1	18042
1845	M	35	14	14221
1846	F	56	13	95050
1847	M	18	4	60637
1848	M	56	13	93907
1849	M	35	17	77521
185	F	25	7	78232
1850	F	45	15	55446
1851	M	45	17	89108
1852	M	35	14	91364
1853	M	50	7	74137
1854	F	56	20	63026
1855	M	25	7	33308
1856	M	25	14	90274
1857	M	50	7	32114
1858	M	25	1	91730
1859	M	25	18	80903
186	M	50	7	19462
1860	F	25	7	33177
1861	M	56	13	13502
1862	F	35	20	94949
