7.0,1.0
13.0,1.0
25.0,1.0
55.0,1.0
60.0,1.0
146.0,1.0
326.0,1.0
351.0,1.0
362.0,1.0
382.0,1.0
459.0,1.0
465.0,1.0
501.0,1.0
528.0,1.0
605.0,1.0
672.0,1.0
752.0,1.0
819.0,1.0
896.0,1.0
900.0,1.0
1290.0,1.0
1925.0,1.0
2049.0,1.0
2119.0,1.0
2293.0,1.0
2481.0,1.0
4339.0,1.0
4342.0,1.0
4924.0,1.0
5289.0,1.0
6323.0,1.0
6535.0,1.0
6675.0,1.0
7705.0,1.0
10376.0,1.0
10420.0,1.0
10422.0,1.0
11344.0,1.0
11477.0,1.0
14562.0,1.0
15045.0,1.0
15123.0,1.0
15170.0,1.0
13.0,2.0
117.0,2.0
146.0,2.0
413.0,2.0
438.0,2.0
488.0,2.0
742.0,2.0
1224.0,2.0
1843.0,2.0
1944.0,2.0
2057.0,2.0
2381.0,2.0
2732.0,2.0
5045.0,2.0
9621.0,2.0
10382.0,2.0
10654.0,2.0
14371.0,2.0
380.0,3.0
2724.0,3.0
3196.0,3.0
3242.0,3.0
7444.0,3.0
13668.0,3.0
125.0,5.0
747.0,5.0
752.0,5.0
1646.0,5.0
2724.0,5.0
4294.0,5.0
4946.0,5.0
4953.0,5.0
351.0,6.0
528.0,6.0
587.0,6.0
638.0,6.0
662.0,6.0
675.0,6.0
1149.0,6.0
1218.0,6.0
1277.0,6.0
1974.0,6.0
2393.0,6.0
2538.0,6.0
3008.0,6.0
3013.0,6.0
4446.0,6.0
5032.0,6.0
6323.0,6.0
6800.0,6.0
6988.0,6.0
7052.0,6.0
8891.0,6.0
8982.0,6.0
13128.0,6.0
15248.0,6.0
415.0,7.0
747.0,7.0
1222.0,7.0
1260.0,7.0
1608.0,7.0
2983.0,7.0
5614.0,7.0
8994.0,7.0
9479.0,7.0
9679.0,7.0
11630.0,7.0
1224.0,8.0
9074.0,8.0
1277.0,9.0
7891.0,9.0
74.0,10.0
110.0,10.0
125.0,10.0
161.0,10.0
459.0,10.0
485.0,10.0
634.0,10.0
651.0,10.0
657.0,10.0
977.0,10.0
1023.0,10.0
1515.0,10.0
1783.0,10.0
2577.0,10.0
5843.0,10.0
6800.0,10.0
9015.0,10.0
9816.0,10.0
15227.0,10.0
587.0,11.0
651.0,11.0
689.0,11.0
779.0,11.0
780.0,11.0
892.0,11.0
901.0,11.0
6401.0,11.0
7179.0,11.0
8453.0,11.0
8476.0,11.0
10494.0,11.0
42.0,12.0
62.0,12.0
944.0,12.0
1452.0,12.0
7751.0,13.0
102.0,14.0
499.0,14.0
689.0,14.0
779.0,14.0
1188.0,14.0
1482.0,14.0
2462.0,14.0
2955.0,14.0
5534.0,14.0
8453.0,14.0
10422.0,14.0
15230.0,14.0
136.0,15.0
4617.0,15.0
77.0,16.0
214.0,16.0
251.0,16.0
258.0,16.0
310.0,16.0
351.0,16.0
353.0,16.0
521.0,16.0
587.0,16.0
595.0,16.0
638.0,16.0
644.0,16.0
711.0,16.0
1061.0,16.0
1504.0,16.0
4446.0,16.0
4481.0,16.0
5055.0,16.0
6324.0,16.0
6594.0,16.0
6800.0,16.0
8418.0,16.0
8889.0,16.0
15230.0,16.0
292.0,17.0
369.0,17.0
587.0,17.0
605.0,17.0
643.0,17.0
1061.0,17.0
1222.0,17.0
1224.0,17.0
1320.0,17.0
2158.0,17.0
2260.0,17.0
2364.0,17.0
5145.0,17.0
5301.0,17.0
5617.0,17.0
6679.0,17.0
7669.0,17.0
9926.0,17.0
13407.0,17.0
93.0,18.0
312.0,18.0
449.0,18.0
629.0,18.0
2241.0,18.0
2955.0,18.0
10422.0,18.0
55.0,19.0
364.0,19.0
1427.0,19.0
14382.0,19.0
2067.0,20.0
2261.0,20.0
2938.0,20.0
34.0,21.0
53.0,21.0
214.0,21.0
582.0,21.0
678.0,21.0
2731.0,21.0
2733.0,21.0
5055.0,21.0
9610.0,21.0
10746.0,21.0
54.0,22.0
2261.0,23.0
6324.0,23.0
386.0,24.0
582.0,24.0
1277.0,24.0
1582.0,24.0
3024.0,24.0
4731.0,24.0
5556.0,24.0
5565.0,24.0
7809.0,24.0
11448.0,24.0
93.0,25.0
219.0,25.0
418.0,25.0
