1	1089	4.26261
1	1097	2.90788
1	1104	4.66749
1	1172	4.55176
1	1196	4.08989
1	1198	4.01814
1	1208	3.64042
1	1210	3.62301
1	1212	5
1	1221	4.52575
1	1228	4.01529
1	1231	2.60934
1	1237	4.68748
1	1240	3.7081
1	1250	4.47538
1	1254	4.98135
1	1259	3.16284
1	1270	2.84366
1	1300	5
1	1354	3.72697
1	1392	4.60479
1	1449	4.04431
1	1617	4.17996
1	1635	3.79904
1	1649	2.84049
1	1704	3.24315
1	1929	3.851
1	1965	3.36273
1	2019	4.23352
1	2022	3.19676
1	2100	2.43133
1	2134	1.25147
1	2300	4.10975
1	2349	4.36507
1	235	3.38087
1	2384	3.4098
1	2463	2.22044
1	247	3.9631
1	2571	3.8718
1	2575	3.7987
1	260	4.60584
1	2624	2.51308
1	2664	4.08575
1	2725	4.92251
1	2728	4.27033
1	2762	4.05022
1	2794	1
1	2852	2.92937
1	2863	3.56231
1	2917	3.71451
1	296	4.02581
1	2997	4.72634
1	3067	3.11535
1	3097	3.4783
1	32	4.07999
1	3262	1.99091
1	3421	2.98387
1	3424	3.11656
1	348	3.47837
1	3547	3.5519
1	373	4.51011
1	3751	3.19465
1	448	2.73281
1	535	3.60423
1	541	4.76769
1	549	3.8463
1	608	3.96426
1	904	4.64513
1	913	4.58835
10	1097	2.4975
10	1240	5
10	1270	5
10	1275	5
10	1376	3.90049
10	150	3.35805
10	2716	4.31872
10	2804	4.16852
10	32	3.4215
10	364	2.44514
100	1563	4.72201
100	1617	3.56221
100	2186	3.07561
100	2493	4.8898
100	293	4.82245
100	589	4.02176
100	928	4.29352
100	931	3.49811
1000	1079	3.20873
1000	1081	4.05825
1000	1198	5
1000	1199	4.81875
1000	1231	4.09155
1000	1246	5
1000	1258	4.033
1000	1270	5
1000	1291	5
1000	1302	4.28496
1000	1358	4.96748
1000	1374	4.67338
1000	1394	3.48117
1000	1587	3.34025
1000	1625	4.53013
1000	1961	5
1000	1994	3.60049
1000	2194	4.1843
1000	2288	5
1000	2369	3.9888
1000	253	3.24388
1000	2605	3.94233
1000	2716	4.3393
1000	2739	3.43338
1000	2762	4.81682
1000	2795	4.32451
1000	2891	3.25207
1000	2915	3.66381
1000	3033	1.86431
1000	3176	3.92105
1000	3494	4.38276
1000	3591	3.61513
1000	3602	3.34331
1000	3684	4.00117
1000	541	3.62028
1001	1128	2.82171
1001	160	3.11325
1001	1917	4.81361
1001	1924	4.01624
1001	1992	3.51965
1001	1997	4.38743
1001	2097	3.64926
1001	2571	5
1001	2644	4.26043
1001	2654	3.60969
1001	2699	3.61848
1001	2710	3.48257
1001	2747	3.70525
1001	2808	3.69791
1001	2992	2.45396
1001	3704	3.88768
1001	780	4.89601
1002	1004	2.46597
1002	1034	3.78482
1002	1084	2.08718
1002	1200	2.60989
1002	1234	2.63382
1002	1248	3.48411
1002	1249	2.82034
1002	1289	3.40414
1002	1355	1
1002	1480	1.96984
1002	1515	1
1002	1544	1.18271
1002	1645	1.57431
1002	165	1
1002	1653	1.88913
1002	1717	1.29801
1002	1824	1.45452
1002	1892	3.20777
1002	1909	1.49452
1002	2009	1.81554
1002	2110	1
1002	2126	2.45174
1002	2160	3.47539
1002	2209	2.77889
1002	2219	2.17598
1002	2326	1.75753
1002	2344	2.5418
1002	240	1
1002	2540	1
1002	2550	1.89068
1002	2576	1
1002	259	2.46508
1002	2763	1.47194
1002	2764	1.5936
1002	280	4.01027
1002	2827	1
1002	2841	3.11906
1002	2967	4.81724
1002	2983	2.80625
1002	2995	1.07076
1002	2996	1.14178
1002	3044	2.23607
1002	3063	2.16445
1002	3102	1.82003
1002	3113	1.89152
1002	3125	2.80489
1002	3163	2.61002
1002	3175	2.44184
1002	3249	2.80525
1002	3257	2.21124
1002	3266	3.02353
1002	3281	2.81
1002	338	1.06709
1002	3394	1.56258
1002	3457	3.2151
1002	3476	2.99211
1002	3484	1.33341
1002	350	2.81918
1002	3546	3.89966
1002	3554	1.63363
1002	3555	1
1002	3565	2.00488
1002	3566	4.45634
1002	3646	1
1002	3677	4.43363
1002	3706	3.62084
1002	3735	4.2653
1002	3741	3.35474
1002	3764	1.12816
1002	436	1
1002	498	1
1002	554	1.59657
1002	627	2.14697
1002	659	3.70785
1002	736	1.12396
1002	782	1
1002	79	1.52573
1002	89	2.0537
1002	933	2.41614
1002	99	2.53644
1003	1	4.51348
1003	1036	4.40503
1003	1056	2.41855
1003	1079	3.78177
1003	1084	4.10134
1003	1097	4.26984
1003	1198	3.9041
1003	1199	3.88092
1003	1212	4.56786
1003	1221	3.92372
1003	1224	3.95338
